AOP,ID,s.name,Stressor
Liver X Receptor (LXR) activation leads to liver steatosis,518,Farnesoid,[CHEBI:36756]
Retinoic acid receptor agonism during neurodevelopment leading to microcephaly,523,retinoic acid,[CHEBI:26536]
G protein-coupled estrogen receptor 1 (GPER) signal pathway in the lipid metabolism disrupting effects,401,Estrogen,[mesh:D004967]
G protein-coupled estrogen receptor 1 (GPER) signal pathway in the lipid metabolism disrupting effects,401,triphenyl phosphate,[mesh:C005445]
G protein-coupled estrogen receptor 1 (GPER) signal pathway in the lipid metabolism disrupting effects,401,TPP,[CHEBI:35033]
G protein-coupled estrogen receptor 1 (GPER) signal pathway in the lipid metabolism disrupting effects,401,triglycerides,[mesh:D014280]
G protein-coupled estrogen receptor 1 (GPER) signal pathway in the lipid metabolism disrupting effects,401,cholesterol,[mesh:D002784]
Thyroid peroxidase (TPO) inhibition leads to periventricular heterotopia formation in the developing rat brain,402,6-propylthiouracil,[CHEBI:8502]
Retinoic acid receptor agonism during neurodevelopment leading to impaired learning and memory,520,retinoic acid,[CHEBI:26536]
Essential element imbalance leads to reproductive failure via oxidative stress,521,Cd,[CHEBI:22977]
Essential element imbalance leads to reproductive failure via oxidative stress,521,cadmium,[mesh:D002104]
Frustrated phagocytosis leads to malignant mesothelioma,409,carbon,[mesh:D002244]
"Decreased Insulin-like peptide 3 (INSL3) leads to Malformation, cryptorchidism - maldescended testis",528,phthalate,[CHEBI:17563]
"Decreased Insulin-like peptide 3 (INSL3) leads to Malformation, cryptorchidism - maldescended testis",528,Androgen,[mesh:D000728]
"Decreased Insulin-like peptide 3 (INSL3) leads to Malformation, cryptorchidism - maldescended testis",528,testosterone,[mesh:D013739]
"Decreased Insulin-like peptide 3 (INSL3) leads to Malformation, cryptorchidism - maldescended testis",528,phthalates,[mesh:C032279]
"Decreased, Chicken Ovalbumin Upstream Promoter Transcription Factor II (COUP-TFII) leads to Hypospadias, increased",527,phthalate,[CHEBI:17563]
"Decreased, Chicken Ovalbumin Upstream Promoter Transcription Factor II (COUP-TFII) leads to Hypospadias, increased",527,Androgen,[mesh:D000728]
"Decreased, Chicken Ovalbumin Upstream Promoter Transcription Factor II (COUP-TFII) leads to Hypospadias, increased",527,5-alpha-dihydrotestosterone,[mesh:D013196]
"Decreased, Chicken Ovalbumin Upstream Promoter Transcription Factor II (COUP-TFII) leads to Hypospadias, increased",527,phthalates,[mesh:C032279]
Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation,71,testosterone,[mesh:D013739]
"Decreased, Chicken Ovalbumin Upstream Promoter Transcription Factor II (COUP-TFII) leads to Impaired, Spermatogenesis",526,phthalate,[CHEBI:17563]
"Decreased, Chicken Ovalbumin Upstream Promoter Transcription Factor II (COUP-TFII) leads to Impaired, Spermatogenesis",526,Androgen,[mesh:D000728]
"Decreased, Chicken Ovalbumin Upstream Promoter Transcription Factor II (COUP-TFII) leads to Impaired, Spermatogenesis",526,testosterone,[mesh:D013739]
"Decreased, Chicken Ovalbumin Upstream Promoter Transcription Factor II (COUP-TFII) leads to Impaired, Spermatogenesis",526,phthalates,[mesh:C032279]
SARS-CoV-2 infection leading to hyperinflammation,406,Oxygen,[mesh:D010100]
SARS-CoV-2 infection leading to hyperinflammation,406,superoxide,[mesh:D013481]
Imbalance in redox homeostasis leading to structural damage to tissues,408,Graphene,[mesh:D006108]
Imbalance in redox homeostasis leading to structural damage to tissues,408,Triphenyl,[CHEBI:33080]
Retinoic acid receptor antagonism during neurodevelopment leading to impaired learning and memory,533,retinoic acid,[CHEBI:26536]
Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway,419,aryl hydrocarbon,[mesh:D006841]
Retinoic acid receptor agonism during cerebellar development leading to impaired locomotor function,532,retinoic acid,[CHEBI:26536]
Aryl hydrocarbon receptor activation leading to lung cancer through AHR-ARNT toxicity pathway,417,aryl hydrocarbon,[mesh:D006841]
Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway,415,aryl hydrocarbon,[mesh:D006841]
Aryl hydrocarbon receptor activation leading to lung cancer through IL-6 toxicity pathway,416,aryl hydrocarbon,[mesh:D006841]
Oxidation and antagonism of reduced glutathione leading to mortality via acute renal failure,413,Oxygen,[mesh:D010100]
Oxidation and antagonism of reduced glutathione leading to mortality via acute renal failure,413,glutathione,[CHEBI:57925]
Oxidation and antagonism of reduced glutathione leading to mortality via acute renal failure,413,uranium,[mesh:D014501]
Oxidation and antagonism of reduced glutathione leading to mortality via acute renal failure,413,GSH,[mesh:D005978]
Binding and activation of GPER leading to learning and memory impairments,535,Estrogen,[mesh:D004967]
Binding and activation of GPER leading to learning and memory impairments,535,Bisphenol A,[mesh:C006780]
Binding and activation of GPER leading to learning and memory impairments,535,BPA,[CHEBI:33216]
Binding and activation of GPER leading to learning and memory impairments,535,Ca2+,[CHEBI:29108]
Binding and activation of GPER leading to learning and memory impairments,535,aryl hydrocarbon,[mesh:D006841]
Aryl hydrocarbon receptor activation leading to lung fibrosis through TGF-β dependent fibrosis toxicity pathway,414,aryl hydrocarbon,[mesh:D006841]
Succinate dehydrogenase (SDH) inhibition leads to cancer through oxidative stress,534,Oxygen,[mesh:D010100]
Succinate dehydrogenase (SDH) inhibition leads to cancer through oxidative stress,534,fumarate,[CHEBI:29806]
Succinate dehydrogenase (SDH) inhibition leads to cancer through oxidative stress,534,Succinate,[mesh:D019802]
Succinate dehydrogenase (SDH) inhibition leads to cancer through oxidative stress,534,ubiquinone,[mesh:D014451]
Succinate dehydrogenase (SDH) inhibition leads to cancer through oxidative stress,534,Calcium,[mesh:D002118]
Toxicological mechanisms of hepatocyte apoptosis through the PARP1 dependent cell death pathway,423,triphenyl phosphate,[mesh:C005445]
Toxicological mechanisms of hepatocyte apoptosis through the PARP1 dependent cell death pathway,423,TPP,[CHEBI:35033]
Toxicological mechanisms of hepatocyte apoptosis through the PARP1 dependent cell death pathway,423,organophosphate,[mesh:D010755]
Adverse outcome pathway of PFAS-induced vascular disrupting effects  via activating oxidative stress related pathways,538,Perfluorinated,[mesh:D006858]
Adverse outcome pathway of PFAS-induced vascular disrupting effects  via activating oxidative stress related pathways,538,polyfluoroalkyl,[CHEBI:53314]
Adverse outcome pathway of PFAS-induced vascular disrupting effects  via activating oxidative stress related pathways,538,fluorine,[mesh:D005461]
Adverse outcome pathway of PFAS-induced vascular disrupting effects  via activating oxidative stress related pathways,538,PFAS,[CHEBI:53371]
Aryl hydrocarbon receptor activation leading to lung cancer through sustained NRF2 toxicity pathway,420,aryl hydrocarbon,[mesh:D006841]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,Estrogen,[mesh:D004967]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,estradiol,[CHEBI:16469]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,polychlorinated biphenyls,[CHEBI:53156]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,ethinylestradiol,[mesh:D004997]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,EE2,[CHEBI:46616]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,polycyclic aromatic hydrocarbons,[mesh:D011084]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,phenolic,[CHEBI:15882]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,alkylphenols,[CHEBI:38976]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,parabens,[mesh:D010226]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,FC10-diol,[mesh:C546883]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,3-diol,[CHEBI:23824]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,sterol,[mesh:D013261]
Estrogen receptor agonism leading to reduced survival and population growth due to renal failure,536,phthalates,[mesh:C032279]
Oxidative Stress in the Fish Ovary Leads to Reproductive Impairment via Reduced Vitellogenin Production,540,estradiol,[CHEBI:16469]
Oxidative Stress in the Fish Ovary Leads to Reproductive Impairment via Reduced Vitellogenin Production,540,Oxygen,[mesh:D010100]
Decreased Sodium/Potassium ATPase activity leads to Heart failure,539,Na+,[CHEBI:29101]
Decreased Sodium/Potassium ATPase activity leads to Heart failure,539,K+,[CHEBI:29103]
Decreased Sodium/Potassium ATPase activity leads to Heart failure,539,Copper,[mesh:D003300]
Decreased Sodium/Potassium ATPase activity leads to Heart failure,539,Sodium,[mesh:D012964]
Decreased Sodium/Potassium ATPase activity leads to Heart failure,539,potassium,[mesh:D011188]
Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction,424,cAMP,[mesh:D000242]
Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction,424,Cl,[CHEBI:30120]
Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction,424,ozone,[mesh:D010126]
Inhibition of neuropathy target esterase leading to delayed neuropathy via lysolecithin cell membrane integration,543,lysolecithin,[mesh:D008244]
Inhibition of neuropathy target esterase leading to delayed neuropathy via lysolecithin cell membrane integration,543,organophosphate,[mesh:D010755]
Increased tumor necrosis factor (TNF) leading to increased risk of gestational diabetes mellitus (GDM),431,glucose,[CHEBI:42758]
Increased tumor necrosis factor (TNF) leading to increased risk of gestational diabetes mellitus (GDM),431,DEHP,[mesh:D004051]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased cholesterol synthesis",545,Pregnane,[CHEBI:8386]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased cholesterol synthesis",545,glucose,[CHEBI:42758]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased cholesterol synthesis",545,steroid,[mesh:D013256]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased cholesterol synthesis",545,sterol,[mesh:D013261]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased cholesterol synthesis",545,retinoid,[CHEBI:4913]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased cholesterol synthesis",545,cholesterol,[mesh:D002784]
Binding of S-protein to ACE2 in enterocytes induces ACE2 dysregulation leading to gut dysbiosis,428,amino acids,[mesh:D000596]
Binding of S-protein to ACE2 in enterocytes induces ACE2 dysregulation leading to gut dysbiosis,428,tryptophan,[mesh:D014364]
Inhibition of neuropathy target esterase leading to delayed neuropathy via increased inflammation,544,organophosphate,[mesh:D010755]
A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants,429,glucose,[CHEBI:42758]
A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants,429,cholesterol,[mesh:D002784]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,Estrogen,[mesh:D004967]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,estradiol,[CHEBI:16469]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,testosterone,[mesh:D013739]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,steroid,[mesh:D013256]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,estrone,[mesh:D004970]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,clomiphene citrate,[CHEBI:3753]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,Tamoxifen,[mesh:D013629]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,Toremifene,[mesh:D017312]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,progesterone,[mesh:D011374]
Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia,440,cholesterol,[mesh:D002784]
reactive oxygen species generation leading to increased cardiovascular morbidity and mortality,438,Oxygen,[mesh:D010100]
Androgen receptor agonism leading to long anogenital distance in female offspring,547,Androgen,[mesh:D000728]
Succinate dehydrogenase inactivation leads to cancer through hypoxic-like mechanisms,546,Oxygen,[mesh:D010100]
Succinate dehydrogenase inactivation leads to cancer through hypoxic-like mechanisms,546,fumarate,[CHEBI:29806]
Succinate dehydrogenase inactivation leads to cancer through hypoxic-like mechanisms,546,Succinate,[mesh:D019802]
Succinate dehydrogenase inactivation leads to cancer through hypoxic-like mechanisms,546,ubiquinone,[mesh:D014451]
Succinate dehydrogenase inactivation leads to cancer through hypoxic-like mechanisms,546,Prolyl,[CHEBI:26274]
Succinate dehydrogenase inactivation leads to cancer through hypoxic-like mechanisms,546,Calcium,[mesh:D002118]
hERG channel blockade leading to sudden cardiac death,433,potassium,[mesh:D011188]
Na+ /K+ -ATPase inhibition leading to hypertension,516,Na+,[CHEBI:29101]
Na+ /K+ -ATPase inhibition leading to hypertension,516,K+,[CHEBI:29103]
Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure,87,acetylcholine,[mesh:D000109]
"Inhibition, Ether-a-go-go (ERG) Voltage-Gated Potassium Channel leading to heart failure",555,potassium,[mesh:D011188]
"Inhibition, Ether-a-go-go (ERG) Voltage-Gated Potassium Channel leading to heart failure",555,sotalol,[mesh:D013015]
"Inhibition, Ether-a-go-go (ERG) Voltage-Gated Potassium Channel leading to heart failure",555,amiodarone,[mesh:D000638]
"Inhibition, Ether-a-go-go (ERG) Voltage-Gated Potassium Channel leading to heart failure",555,dofetilide,[mesh:C063533]
"Inhibition, Ether-a-go-go (ERG) Voltage-Gated Potassium Channel leading to heart failure",555,Calcium,[mesh:D002118]
CYP26 inhibition leading to disturbed dorsal lateral hinge point bending which causes neural tube closure defects,434,zinc,[CHEBI:30185]
CYP26 inhibition leading to disturbed dorsal lateral hinge point bending which causes neural tube closure defects,434,ZIC3,[CHEBI:27007]
CYP26 inhibition leading to disturbed dorsal lateral hinge point bending which causes neural tube closure defects,434,retinol,[mesh:D014801]
CYP26 inhibition leading to disturbed dorsal lateral hinge point bending which causes neural tube closure defects,434,all-trans retinoic acid,[mesh:D014212]
Inhibition of Voltage-gated sodium channels (Na⁺ channels)  leading to heart failure,553,Na+,[CHEBI:29101]
Inhibition of Voltage-gated sodium channels (Na⁺ channels)  leading to heart failure,553,Sodium,[mesh:D012964]
Inhibition of Voltage-gated sodium channels (Na⁺ channels)  leading to heart failure,553,Calcium,[mesh:D002118]
β-adrenergic receptor agonists leading to arrhythmias.,554,cAMP,[mesh:D000242]
β-adrenergic receptor agonists leading to arrhythmias.,554,ryanodine,[mesh:D012433]
β-adrenergic receptor agonists leading to arrhythmias.,554,catecholamine,[mesh:D002395]
β-adrenergic receptor agonists leading to arrhythmias.,554,Calcium,[mesh:D002118]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased PCSK9 protein expression",548,Pregnane,[CHEBI:8386]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased PCSK9 protein expression",548,glucose,[CHEBI:42758]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased PCSK9 protein expression",548,steroid,[mesh:D013256]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased PCSK9 protein expression",548,sterol,[mesh:D013261]
"Activation, Pregnane-X receptor, NR1l2 leads to increased plasma low-density lipoprotein (LDL) cholesterol via increased PCSK9 protein expression",548,cholesterol,[mesh:D002784]
Demethylation of PPAR promotor leading to vascular disrupting effects,510,nitric oxide,[mesh:D009569]
Janus kinase (JAK)/Signal transducer and activator of transcription (STAT) and Transforming growth factor (TGF)-beta pathways activation leading to reproductive failure,208,TiO2,[CHEBI:32234]
Janus kinase (JAK)/Signal transducer and activator of transcription (STAT) and Transforming growth factor (TGF)-beta pathways activation leading to reproductive failure,208,TiO2NPs,[CHEBI:51050]
Janus kinase (JAK)/Signal transducer and activator of transcription (STAT) and Transforming growth factor (TGF)-beta pathways activation leading to reproductive failure,208,Titanium dioxide,[mesh:C009495]
Increased LMNA gene mutation leading to heart failure,550,Oxygen,[mesh:D010100]
Increased Muscarinic M2 Receptor leading to Arrhythmia,551,acetylcholine,[mesh:D000109]
Increased Muscarinic M2 Receptor leading to Arrhythmia,551,organophosphate,[mesh:D010755]
"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",32,neonicotinoid,[mesh:D000073943]
"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",32,Thiamethoxam,[mesh:D000077922]
"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",32,CGA 330050,[CHEBI:39299]
"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",32,CGA 265307,[mesh:C471807]
"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",32,nitric oxide,[mesh:D009569]
"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",32,CGA 322704,[CHEBI:73178]
"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",32,thiamethoxams,[CHEBI:39185]
"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",32,cholesterol,[mesh:D002784]
Inhibiton of L-Type Calcium Channels leading to heart failure via QT interval prolongation and Torsades de Pointes (TdP),552,Calcium,[mesh:D002118]
Binding to voltage gate sodium channels during development leads to cognitive impairment,442,Sodium,[mesh:D012964]
Inhibition of Funny current (If) leading to Arrhythmias,560,nucleotides,[mesh:D009711]
Inhibition of Funny current (If) leading to Arrhythmias,560,ivabradine,[mesh:D000077550]
Inhibition of Funny current (If) leading to Arrhythmias,560,Na+,[CHEBI:29101]
Inhibition of Funny current (If) leading to Arrhythmias,560,K+,[CHEBI:29103]
Inhibition of Funny current (If) leading to Arrhythmias,560,Sodium,[mesh:D012964]
Inhibition of Funny current (If) leading to Arrhythmias,560,potassium,[mesh:D011188]
β2-Receptor agonist leading to Cardiomyopathy,557,catecholamine,[mesh:D002395]
β2-Receptor agonist leading to Cardiomyopathy,557,Calcium,[mesh:D002118]
Nicotinic acetylcholine receptor activation followed by desensitization contributes to abnormal foraging and directly leads to colony loss/failure,89,acetylcholine,[mesh:D000109]
Perturbation of cholesterol and glutathione homeostasis leading to hepatotoxicity: Integrated multi-OMICS approach for building AOP,209,glutathione,[CHEBI:57925]
Perturbation of cholesterol and glutathione homeostasis leading to hepatotoxicity: Integrated multi-OMICS approach for building AOP,209,S,[CHEBI:29832]
Perturbation of cholesterol and glutathione homeostasis leading to hepatotoxicity: Integrated multi-OMICS approach for building AOP,209,unsaturated fatty acid,[mesh:D005231]
Perturbation of cholesterol and glutathione homeostasis leading to hepatotoxicity: Integrated multi-OMICS approach for building AOP,209,sterol,[mesh:D013261]
Perturbation of cholesterol and glutathione homeostasis leading to hepatotoxicity: Integrated multi-OMICS approach for building AOP,209,cholesterol,[mesh:D002784]
Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis,374,nitrogen,[mesh:D009584]
Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis,374,Oxygen,[mesh:D010100]
Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis,374,prostaglandin E2,[CHEBI:606564]
Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis,374,nitric oxide,[mesh:D009569]
Phosphodiesterase inhibition leading to heart failure,558,nucleotides,[mesh:D009711]
Phosphodiesterase inhibition leading to heart failure,558,Oxygen,[mesh:D010100]
Phosphodiesterase inhibition leading to heart failure,558,cAMP,[mesh:D000242]
Phosphodiesterase inhibition leading to heart failure,558,cyclic GMP,[mesh:D006152]
Phosphodiesterase inhibition leading to heart failure,558,ryanodine,[mesh:D012433]
Phosphodiesterase inhibition leading to heart failure,558,Calcium,[mesh:D002118]
Estrogen Receptor Alpha Agonism leads to Impaired Reproduction,445,Estrogen,[mesh:D004967]
Estrogen Receptor Alpha Agonism leads to Impaired Reproduction,445,Androgen,[mesh:D000728]
Estrogen Receptor Alpha Agonism leads to Impaired Reproduction,445,steroid,[mesh:D013256]
Estrogen Receptor Alpha Agonism leads to Impaired Reproduction,445,progestin,[CHEBI:59826]
Inhibition of acetylcholinesterase (AChE) leading to arrhythmias,559,acetylcholine,[mesh:D000109]
Inhibition of acetylcholinesterase (AChE) leading to arrhythmias,559,Carbamate,[CHEBI:28616]
Inhibition of acetylcholinesterase (AChE) leading to arrhythmias,559,potassium,[mesh:D011188]
Inhibition of acetylcholinesterase (AChE) leading to arrhythmias,559,organophosphate,[mesh:D010755]
Decreased Na/K ATPase activity leading to heart failure,556,ATP,[CHEBI:30616]
Decreased Na/K ATPase activity leading to heart failure,556,Na+,[CHEBI:29101]
Decreased Na/K ATPase activity leading to heart failure,556,K+,[CHEBI:29103]
Decreased Na/K ATPase activity leading to heart failure,556,Sodium,[mesh:D012964]
Decreased Na/K ATPase activity leading to heart failure,556,potassium,[mesh:D011188]
Decreased Na/K ATPase activity leading to heart failure,556,Calcium,[mesh:D002118]
